sparql,owl
"SELECT * WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://xmlns.com/foaf/0.1/name> ?name ; <http://xmlns.com/foaf/0.1/surname> ?surname ; <http://purl.org/dc/elements/1.1/description> ?des } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((http://dbpedia.org/resource/Michael_Jackson THAT ( http://xmlns.com/foaf/0.1/surname SOME Thing )) AND (http://dbpedia.org/resource/Michael_Jackson THAT ( http://purl.org/dc/elements/1.1/description SOME Thing )))))"
"SELECT ?nome ?nascimento ?lugar WHERE { <http://dbpedia.org/resource/Chris_Cooper_%28actor%29> <http://dbpedia.org/property/birthdate> ?nascimento ; <http://xmlns.com/foaf/0.1/name> ?nome ; <http://dbpedia.org/property/birthplace> ?lugar } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((http://dbpedia.org/resource/Chris_Cooper_%28actor%29 THAT ( http://dbpedia.org/property/birthdate SOME Thing )) AND (http://dbpedia.org/resource/Chris_Cooper_%28actor%29 THAT ( http://dbpedia.org/property/birthplace SOME Thing )))))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/California )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT ?location WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en . ?location <http://dbpedia.org/property/namedFor> ?person } ","(Thing THAT (http://dbpedia.org/property/namedFor SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?name WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME Thing))"
"SELECT ?s ?p ?abstract WHERE { ?s ?p <http://dbpedia.org/resource/Arendal> ; ?p ?abstract } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Arendal))"
"SELECT ?class WHERE { <http://dbpedia.org/resource/Honda_Legend> <http://dbpedia.org/property/engine> ?class } ","ObjectProperty: http://dbpedia.org/property/engineInverse 
   inverseOf http://dbpedia.org/property/engine
(Thing THAT (http://dbpedia.org/property/engineInverse SOME http://dbpedia.org/resource/Honda_Legend))"
"SELECT ?country ?city WHERE { ?country a <http://dbpedia.org/ontology/Town> ; <http://dbpedia.org/property/country> ?city } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Town )) AND (Thing THAT ( http://dbpedia.org/property/country SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Nor_Nakhichevan> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Nor_Nakhichevan))"
"SELECT ?name ?car WHERE { ?name <http://dbpedia.org/ontology/manufacturer> <http://dbpedia.org/resource/Peugeot> ; a ?car } ","(Thing THAT ( http://dbpedia.org/ontology/manufacturer SOME http://dbpedia.org/resource/Peugeot )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?film ?person ?comm WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:French_films> ; <http://dbpedia.org/property/producer> ?person ; <http://www.w3.org/2000/01/rdf-schema#comment> ?comm } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:French_films )) AND (Thing THAT ( http://dbpedia.org/property/producer SOME Thing )) AND (Thing THAT ( http://www.w3.org/2000/01/rdf-schema#comment SOME Thing ))"
"SELECT ?ven ?esp ?fecha WHERE { ?ven <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Venezuela> . ?esp <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Spain> . ?ven <http://dbpedia.org/property/birthdate> ?fecha . ?esp <http://dbpedia.org/property/birthdate> ?fecha } ","(Thing THAT ( http://dbpedia.org/property/birthplace SOME http://dbpedia.org/resource/Venezuela )) AND (Thing THAT ( http://dbpedia.org/property/birthdate SOME Thing ))"
"SELECT * WHERE { ?x a ?z } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT * WHERE { ?id a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/imdbId> ?imdb_id } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/ontology/imdbId SOME Thing_id ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Heston_Aerodrome> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Heston_Aerodrome))"
"SELECT * WHERE { ?a ?b <http://dbpedia.org/resource/Lead_actress> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Lead_actress))"
"SELECT ?film WHERE { ?film a <http://dbpedia.org/ontology/SportsTeam> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/SportsTeam ))"
"SELECT * WHERE { ?product a <http://dbpedia.org/ontology/Aircraft> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Aircraft ))"
"SELECT * WHERE { ?sujeto ?predicado <http://dbpedia.org/resource/Buenos_Aires> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Buenos_Aires))"
"SELECT * WHERE { <http://dbpedia.org/resource/Paula_Creamer> ?y ?z . ?z ?a ?b } ","((topProperty SOME ((Thing THAT (topProperty SOME Thing)))))"
"SELECT ?name ?album WHERE { ?name <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/The_Beatles> . ?album a <http://dbpedia.org/ontology/Album> } ","(Thing THAT ( http://dbpedia.org/ontology/artist SOME http://dbpedia.org/resource/The_Beatles ))"
"SELECT ?x WHERE { ?x a <http://dbpedia.org/ontology/Actor> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Actor ))"
"SELECT ?p ?o WHERE { ?dbactor <http://www.w3.org/2000/01/rdf-schema#label> "Naomi Watts"@en ; ?p ?o } ","((topProperty SOME Thing))"
"SELECT ?prop ?object WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/presidentStart> ?start ; ?prop ?object } ","((topProperty SOME Thing))"
"SELECT * WHERE { ?a a <http://dbpedia.org/ontology/MusicalArtist> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist ))"
"SELECT ?s ?p WHERE { ?s ?p <http://dbpedia.org/ontology/MusicalArtist> } ","(Thing THAT (topProperty SOME http://dbpedia.org/ontology/MusicalArtist))"
"SELECT * WHERE { ?location <http://dbpedia.org/property/namedFor> ?person . ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en } ","(Thing THAT (http://dbpedia.org/property/namedFor SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?abstract WHERE { <http://dbpedia.org/resource/John_Squire> <http://dbpedia.org/ontology/birthDate> ?abstract } ","ObjectProperty: http://dbpedia.org/ontology/birthDateInverse 
   inverseOf http://dbpedia.org/ontology/birthDate
(Thing THAT (http://dbpedia.org/ontology/birthDateInverse SOME http://dbpedia.org/resource/John_Squire))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Novokuybyshevsk> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Novokuybyshevsk))"
"SELECT * WHERE { ?obj a ?qls } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?film ?person WHERE { ?film <http://dbpedia.org/ontology/imdbId> ?person } ","(Thing THAT ( http://dbpedia.org/ontology/imdbId SOME Thing ))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Andean Community"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Andean Community"@en ))"
"SELECT ?place WHERE { ?place a <http://dbpedia.org/ontology/Place> ; a <http://dbpedia.org/ontology/City> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Place )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City ))"
"SELECT ?x ?a ?b WHERE { ?x ?z <http://dbpedia.org/ontology/Place> ; ?a ?b } ","(Thing THAT (topProperty SOME http://dbpedia.org/ontology/Place)) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?y ?z WHERE { <http://dbpedia.org/resource/Warren_Buffett> <http://dbpedia.org/ontology/occupation> ?y . ?y <http://dbpedia.org/property/founder> ?z } ","ObjectProperty: http://dbpedia.org/ontology/occupationInverse 
   inverseOf http://dbpedia.org/ontology/occupation
(Thing THAT (http://dbpedia.org/ontology/occupationInverse SOME http://dbpedia.org/resource/Warren_Buffett)) AND (Thing THAT ( http://dbpedia.org/property/founder SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Fuaigh_Beag> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Fuaigh_Beag))"
"SELECT ?surname ?name WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://xmlns.com/foaf/0.1/name> ?name ; <http://xmlns.com/foaf/0.1/surname> ?surname } ","ObjectProperty: http://xmlns.com/foaf/0.1/surnameInverse 
   inverseOf http://xmlns.com/foaf/0.1/surname
(Thing THAT (http://xmlns.com/foaf/0.1/surnameInverse SOME ((http://dbpedia.org/resource/Michael_Jackson THAT ( http://xmlns.com/foaf/0.1/name SOME Thing )))))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Rios"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Rios"@en ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Chebarkul> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Chebarkul))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/South_Uist> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/South_Uist))"
"SELECT ?name ?birth ?death ?person WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name ; <http://dbpedia.org/property/birthPlace> <http://dbpedia.org/resource/Prague> } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://dbpedia.org/property/birthPlace SOME http://dbpedia.org/resource/Prague )))))"
"SELECT ?country ?city WHERE { ?country a <http://dbpedia.org/ontology/Country> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country ))"
"SELECT ?state ?capital WHERE { ?state <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:German_state_capitals> ; <http://dbpedia.org/property/capital> ?capital } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:German_state_capitals )) AND (Thing THAT ( http://dbpedia.org/property/capital SOME Thing ))"
"SELECT ?c WHERE { ?b a <http://dbpedia.org/ontology/Band> . ?c a <http://dbpedia.org/ontology/Film> . <http://dbpedia.org/resource/The_Quarrymen> <http://dbpedia.org/ontology/associatedBand> ?b . ?c <http://dbpedia.org/ontology/musicComposer> ?b } ","ObjectProperty: http://dbpedia.org/ontology/associatedBandInverse 
   inverseOf http://dbpedia.org/ontology/associatedBand
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT (http://dbpedia.org/ontology/musicComposer SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band )) AND (Thing THAT (http://dbpedia.org/ontology/associatedBandInverse SOME http://dbpedia.org/resource/The_Quarrymen)))))"
"SELECT ?m WHERE { ?s <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings> ; <http://dbpedia.org/property/museum> ?m } ","ObjectProperty: http://dbpedia.org/property/museumInverse 
   inverseOf http://dbpedia.org/property/museum
(Thing THAT (http://dbpedia.org/property/museumInverse SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings )))))"
"SELECT ?film ?y WHERE { ?film <http://dbpedia.org/property/inflow> ?t } ","(Thing THAT ( http://dbpedia.org/property/inflow SOME Thing ))"
"SELECT ?b ?c WHERE { ?b a <http://dbpedia.org/ontology/Artist> . ?c a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jean_Reno> ; <http://dbpedia.org/ontology/starring> ?b } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/Jean_Reno )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/United_Kingdom> a <http://dbpedia.org/ontology/Country> ; <http://dbpedia.org/ontology/capital> ?capital } ","ObjectProperty: http://dbpedia.org/ontology/capitalInverse 
   inverseOf http://dbpedia.org/ontology/capital
(Thing THAT (http://dbpedia.org/ontology/capitalInverse SOME ((http://dbpedia.org/resource/United_Kingdom THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )))))"
"SELECT ?film WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Films_set_in_New_York_City> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Paul_Newman> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Films_set_in_New_York_City )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/Paul_Newman ))"
"SELECT ?film ?type WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Bucharest> ; a ?type } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Bucharest )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT * WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:American_films> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:American_films ))"
"SELECT * WHERE { <http://dbpedia.org/resource/Windows_Malicious_Software_Removal_Tool> <http://www.w3.org/2004/02/skos/core#subject> ?subj } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/Windows_Malicious_Software_Removal_Tool))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Mologa> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Mologa))"
"SELECT ?city ?person WHERE { ?city a <http://dbpedia.org/ontology/Country> . ?person <http://dbpedia.org/property/placeOfDeath> ?city } ","ObjectProperty: http://dbpedia.org/property/placeOfDeathInverse 
   inverseOf http://dbpedia.org/property/placeOfDeath
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )) AND (Thing THAT (http://dbpedia.org/property/placeOfDeathInverse SOME Thing))"
"SELECT ?cat ?cat1 WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Buildings_and_structures_in_Europe> . ?cat1 <http://www.w3.org/2004/02/skos/core#broader> ?cat } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#broaderInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#broader
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Buildings_and_structures_in_Europe )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#broaderInverse SOME Thing))"
"SELECT ?cat ?sub ?abstract WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Museums_in_Paris> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat . ?m <http://dbpedia.org/property/museum> ?sub . ?sub <http://dbpedia.org/ontology/abstract> ?abstract } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Museums_in_Paris )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME ((Thing THAT ( http://dbpedia.org/ontology/abstract SOME Thing )))))"
"SELECT ?s ?p WHERE { ?s ?p <http://xmlns.com/foaf/0.1/Person> } ","(Thing THAT (topProperty SOME http://xmlns.com/foaf/0.1/Person))"
"SELECT * WHERE { ?motorway a <http://dbpedia.org/ontology/Road> . ?product a <http://dbpedia.org/ontology/Software> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Road ))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/Germany> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/Germany )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT * WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en . ?location <http://dbpedia.org/property/namedFor> ?person } ","ObjectProperty: http://dbpedia.org/property/namedForInverse 
   inverseOf http://dbpedia.org/property/namedFor
(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT (http://dbpedia.org/property/namedForInverse SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/The_Cumbraes> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/The_Cumbraes))"
"SELECT ?film ?y WHERE { ?film <http://www.w3.org/2000/01/rdf-schema#label> ?y } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME Thing ))"
"SELECT ?p ?o WHERE { ?dbactor <http://dbpedia.org/property/name> "Kate Winslet"@en ; ?p ?o } ","((topProperty SOME Thing))"
"SELECT ?b ?c WHERE { ?b a <http://dbpedia.org/ontology/Artist> . ?c a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/George_Harrison> ; <http://dbpedia.org/ontology/starring> ?b } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/George_Harrison )))))"
"SELECT ?lat ?long WHERE { <http://dbpedia.org/resource/Germany> <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long } ","ObjectProperty: http://www.w3.org/2003/01/geo/wgs84_pos#latInverse 
   inverseOf http://www.w3.org/2003/01/geo/wgs84_pos#lat
(Thing THAT (http://www.w3.org/2003/01/geo/wgs84_pos#latInverse SOME ((http://dbpedia.org/resource/Germany THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )))))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> . ?product ?relation ?company ; a <http://dbpedia.org/ontology/Aircraft> } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing  THAT (topPropertyInverse SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Paruyr_Sevak%2C_Armenia> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Paruyr_Sevak%2C_Armenia))"
"SELECT ?symptom ?property ?disease WHERE { { ?symptom ?property ?disease . ?disease <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Diseases_and_disorders> . ?symptom <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Symptoms> } } ","(Thing THAT (topProperty SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Diseases_and_disorders ))))) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Symptoms ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Soay_Sound> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Soay_Sound))"
"SELECT ?s ?p WHERE { ?s ?p "Actor"@en } ","(Thing THAT ( topProperty SOME "Actor"@en ))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist ))"
"SELECT * WHERE { <http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003> <http://dbpedia.org/property/party> ?p ; <http://dbpedia.org/property/seats> ?s } ","ObjectProperty: http://dbpedia.org/property/partyInverse 
   inverseOf http://dbpedia.org/property/party
(Thing THAT (http://dbpedia.org/property/partyInverse SOME ((http://dbpedia.org/resource/Scottish_Parliament_election%2C_2003 THAT ( http://dbpedia.org/property/seats SOME Thing )))))"
"SELECT ?a ?b ?c WHERE { ?a a <http://dbpedia.org/ontology/Artist> . ?b a <http://dbpedia.org/ontology/Artist> . ?c a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> ?a ; <http://dbpedia.org/ontology/starring> ?b } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT (http://dbpedia.org/ontology/starring SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist ))))))))"
"SELECT ?film WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Films_set_in_New_York_City> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Dennis_Hopper> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Films_set_in_New_York_City )) AND (Thing THAT ( http://dbpedia.org/ontology/starring SOME http://dbpedia.org/resource/Dennis_Hopper ))"
