sparql,owl
"SELECT ?cat ?sub ?abstract WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> ; <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Museums_in_Paris> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat ; <http://dbpedia.org/ontology/abstract> ?abstract } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Museums_in_Paris )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME ((Thing THAT ( http://dbpedia.org/ontology/abstract SOME Thing )))))"
"SELECT ?name ?car WHERE { ?name <http://dbpedia.org/ontology/manufacturer> <http://dbpedia.org/resource/Peugeot> ; <http://dbpedia.org/property/class> ?car } ","(Thing THAT ( http://dbpedia.org/ontology/manufacturer SOME http://dbpedia.org/resource/Peugeot )) AND (Thing THAT ( http://dbpedia.org/property/class SOME Thing ))"
"SELECT ?x ?name WHERE { ?x <http://xmlns.com/foaf/0.1/name> ?name } ","(Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing ))"
"SELECT ?name WHERE { <http://dbpedia.org/resource/The_Beatles> <http://dbpedia.org/ontology/associatedMusicalArtist> ?name } ","ObjectProperty: http://dbpedia.org/ontology/associatedMusicalArtistInverse 
   inverseOf http://dbpedia.org/ontology/associatedMusicalArtist
(Thing THAT (http://dbpedia.org/ontology/associatedMusicalArtistInverse SOME http://dbpedia.org/resource/The_Beatles))"
"SELECT ?picture WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/occupation> ?job ; <http://dbpedia.org/property/birthPlace> ?birthLoc ; <http://xmlns.com/foaf/0.1/depiction> ?picture } ","ObjectProperty: http://xmlns.com/foaf/0.1/depictionInverse 
   inverseOf http://xmlns.com/foaf/0.1/depiction
(Thing THAT (http://xmlns.com/foaf/0.1/depictionInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT ( http://dbpedia.org/property/occupation SOME Thing )) AND (Thing THAT ( http://dbpedia.org/property/birthPlace SOME Thing )))))"
"SELECT * WHERE { ?select a <http://dbpedia.org/ontology/Film> . ?id <http://dbpedia.org/property/title> ?ft ; <http://dbpedia.org/ontology/imdbId> ?imdb_id } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film ))"
"SELECT ?name ?actor WHERE { ?actor <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Belgian_actors> ; <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Belgian_actors )))))"
"SELECT ?sl ?img WHERE { ?s <http://xmlns.com/foaf/0.1/depiction> ?img ; <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings> ; <http://www.w3.org/2000/01/rdf-schema#label> ?sl ; <http://dbpedia.org/property/museum> ?m } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/depiction SOME Thing )) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Hieronymus_Bosch_paintings )) AND (Thing THAT ( http://dbpedia.org/property/museum SOME Thing )))))"
"SELECT * WHERE { ?x <http://xmlns.com/foaf/0.1/name> ?name ; a <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> ; <http://dbpedia.org/ontology/birthDate> ?nacimiento ; <http://dbpedia.org/ontology/deathDate> ?fallecimiento } ","(Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT ( http://dbpedia.org/ontology/nationality SOME http://dbpedia.org/resource/Spain )) AND (Thing THAT ( http://dbpedia.org/ontology/birthDate SOME Thing )) AND (Thing THAT ( http://dbpedia.org/ontology/deathDate SOME Thing ))"
"SELECT ?uri ?abstract WHERE { ?uri <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Iron_Age_Europe> . ?uri1 <http://www.w3.org/2004/02/skos/core#broader> ?uri } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#broaderInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#broader
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Iron_Age_Europe )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#broaderInverse SOME Thing))"
"SELECT ?homepage WHERE { ?person a <http://dbpedia.org/ontology/Place> ; <http://xmlns.com/foaf/0.1/homepage> ?homepage } ","ObjectProperty: http://xmlns.com/foaf/0.1/homepageInverse 
   inverseOf http://xmlns.com/foaf/0.1/homepage
(Thing THAT (http://xmlns.com/foaf/0.1/homepageInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Place )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/University_of_Washington_Michael_G._Foster_School_of_Business> <http://www.w3.org/2004/02/skos/core#subject> ?subj } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/University_of_Washington_Michael_G._Foster_School_of_Business))"
"SELECT ?person ?o WHERE { ?person ?o <http://dbpedia.org/resource/Amsterdam> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Amsterdam))"
"SELECT ?lat ?long WHERE { ?country <http://www.w3.org/2000/01/rdf-schema#label> "United Kingdom"@en ; <http://dbpedia.org/property/capital> ?capital . ?capital <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long } ","ObjectProperty: http://www.w3.org/2003/01/geo/wgs84_pos#latInverse 
   inverseOf http://www.w3.org/2003/01/geo/wgs84_pos#lat
(Thing THAT (http://www.w3.org/2003/01/geo/wgs84_pos#latInverse SOME ((Thing THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )))))"
"SELECT * WHERE { ?n a <http://xmlns.com/foaf/0.1/Person> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://xmlns.com/foaf/0.1/Person ))"
"SELECT ?name ?birth ?actor WHERE { ?actor <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Belgian_actors> ; <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Belgian_actors )))))"
"SELECT * WHERE { ?person <http://xmlns.com/foaf/0.1/name> ?name ; a <http://xmlns.com/foaf/0.1/Person> } ","(Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://xmlns.com/foaf/0.1/Person ))"
"SELECT ?loc WHERE { ?loc <http://dbpedia.org/property/commonName> ?o } ","(Thing THAT ( http://dbpedia.org/property/commonName SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Digora> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Digora))"
"SELECT ?x ?Concept WHERE { ?x ?a ?Concept ; <http://www.georss.org/georss/point> ?z } ","(Thing THAT (topProperty SOME Thing)) AND (Thing THAT ( http://www.georss.org/georss/point SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Naujoji_Akmen%C4%97> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Naujoji_Akmen%C4%97))"
"SELECT ?job WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/occupation> ?job } ","ObjectProperty: http://dbpedia.org/property/occupationInverse 
   inverseOf http://dbpedia.org/property/occupation
(Thing THAT (http://dbpedia.org/property/occupationInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )))))"
"SELECT ?o WHERE { <http://dbpedia.org/resource/Chris_Cooper_%28actor%29> <http://dbpedia.org/property/birthdate> ?o } ","ObjectProperty: http://dbpedia.org/property/birthdateInverse 
   inverseOf http://dbpedia.org/property/birthdate
(Thing THAT (http://dbpedia.org/property/birthdateInverse SOME http://dbpedia.org/resource/Chris_Cooper_%28actor%29))"
"SELECT * WHERE { ?a ?b <http://dbpedia.org/resource/Leading_actor> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Leading_actor))"
"SELECT * WHERE { ?x <http://xmlns.com/foaf/0.1/name> ?name ; a <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Spain> ; <http://dbpedia.org/property/dateOfBirth> ?nacimiento } ","(Thing THAT ( http://xmlns.com/foaf/0.1/name SOME Thing )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Artist )) AND (Thing THAT ( http://dbpedia.org/ontology/nationality SOME http://dbpedia.org/resource/Spain )) AND (Thing THAT ( http://dbpedia.org/property/dateOfBirth SOME Thing ))"
"SELECT ?name ?weight WHERE { ?Person <http://dbpedia.org/property/placeOfBirth> <http://dbpedia.org/resource/Seattle> ; <http://dbpedia.org/property/name> ?name ; <http://dbpedia.org/property/weight> ?weight } ","ObjectProperty: http://dbpedia.org/property/nameInverse 
   inverseOf http://dbpedia.org/property/name
(Thing THAT (http://dbpedia.org/property/nameInverse SOME ((Thing THAT ( http://dbpedia.org/property/placeOfBirth SOME http://dbpedia.org/resource/Seattle )) AND (Thing THAT ( http://dbpedia.org/property/weight SOME Thing )))))"
"SELECT * WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en . ?location <http://dbpedia.org/property/namedFor> ?person } ","ObjectProperty: http://dbpedia.org/property/namedForInverse 
   inverseOf http://dbpedia.org/property/namedFor
(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT (http://dbpedia.org/property/namedForInverse SOME Thing))"
"SELECT * WHERE { ?id <http://dbpedia.org/ontology/starring> ?starring ; a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/imdbId> ?imdb_id } ","(Thing THAT ( http://dbpedia.org/ontology/starring SOME Thing )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/ontology/imdbId SOME Thing_id ))"
"SELECT ?What WHERE { ?What <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Fred_Durst> } ","(Thing THAT ( http://dbpedia.org/property/currentMembers SOME http://dbpedia.org/resource/Fred_Durst ))"
"SELECT ?cat ?sub ?abstract WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat ; <http://dbpedia.org/ontology/abstract> ?abstract } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME ((Thing THAT ( http://dbpedia.org/ontology/abstract SOME Thing )))))"
"SELECT * WHERE { ?s ?p "Golden Eye"@en } ","(Thing THAT ( topProperty SOME "Golden Eye"@en ))"
"SELECT * WHERE { ?loc <http://www.w3.org/2000/01/rdf-schema#label> "Lansing, New York"@en ; ?x ?y } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Lansing, New York"@en )) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?p ?o WHERE { ?dbactor <http://www.w3.org/2000/01/rdf-schema#label> "Kate Winslet"@en ; ?p ?o } ","((topProperty SOME Thing))"
"SELECT ?abstract WHERE { <http://dbpedia.org/resource/Green_Day> <http://dbpedia.org/ontology/hometown> ?abstract } ","ObjectProperty: http://dbpedia.org/ontology/hometownInverse 
   inverseOf http://dbpedia.org/ontology/hometown
(Thing THAT (http://dbpedia.org/ontology/hometownInverse SOME http://dbpedia.org/resource/Green_Day))"
"SELECT * WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://xmlns.com/foaf/0.1/name> ?name ; <http://xmlns.com/foaf/0.1/surname> ?surname ; <http://purl.org/dc/elements/1.1/description> ?des ; <http://www.w3.org/2004/02/skos/core#subject> ?sub } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((http://dbpedia.org/resource/Michael_Jackson THAT ( http://xmlns.com/foaf/0.1/surname SOME Thing )) AND (http://dbpedia.org/resource/Michael_Jackson THAT ( http://purl.org/dc/elements/1.1/description SOME Thing )) AND (http://dbpedia.org/resource/Michael_Jackson THAT ( http://www.w3.org/2004/02/skos/core#subject SOME Thing )))))"
"SELECT ?person ?o WHERE { ?person ?placeOfBirth <http://dbpedia.org/resource/Amsterdam> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Amsterdam))"
"SELECT * WHERE { <http://dbpedia.org/resource/Partner> <http://dbpedia.org/property/disambiguates> ?result } ","ObjectProperty: http://dbpedia.org/property/disambiguatesInverse 
   inverseOf http://dbpedia.org/property/disambiguates
(Thing THAT (http://dbpedia.org/property/disambiguatesInverse SOME http://dbpedia.org/resource/Partner))"
"SELECT ?country ?currency WHERE { ?country a <http://dbpedia.org/ontology/Country> ; <http://dbpedia.org/property/currency> ?currency } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )) AND (Thing THAT ( http://dbpedia.org/property/currency SOME Thing ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Sudzha> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Sudzha))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Lyubertsy> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Lyubertsy))"
"SELECT * WHERE { ?temas <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Statistical_algorithms> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Statistical_algorithms ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Bugulma> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Bugulma))"
"SELECT ?property ?hasValue WHERE { <http://dbpedia.org/resource/Michael_Jackson> ?property ?hasValue } ","((topProperty SOME Thing))"
